Date.Time,City,State,Shape,Duration,Summary,Posted,Country,pop,lat,long,capital
1983-12-01,Toronto,ON,Sphere,5-6 seconds,Saw three glowing red balls of light at night. Witnessed with my brother.,2017-12-21,Canada,4670783,43.65,-79.38,2
1980-07-01,Gravenhurst,ON,Circle,1 minute,Round fire ball just over the top of the treeline.,2014-01-16,Canada,5913,44.92,-79.37,0
1980-01-15,Toronto,ON,Disk,8 Minutes,"Super-colossal circle of rotating lights perpendicular to the ground ""sailing"" over major city.",2007-10-08,Canada,4670783,43.65,-79.38,2
1979-06-15,Toronto,ON,Other,1 minute,"Hollow Ring Shaped Object During The Day, Just Above Tree Line",2010-06-10,Canada,4670783,43.65,-79.38,2
1979-03-15,Thunder Bay,ON,Unknown,3-5 minutes,Flashing row of lights,2012-10-30,Canada,98237,48.42,-89.28,0
1979-01-07,Toronto,ON,Triangle,.30,"Can’t say for sure the date or year, I was about 14 at the time, sitting on my porch with my neighbors they were about  9, 11 years old",2009-03-19,Canada,4670783,43.65,-79.38,2
1978-08-14,Bracebridge,ON,Sphere,5 minutes,"Large silver ball observes Muskoka cottagers, then retreats much faster than anything of this world possibly could",2010-05-12,Canada,8342,45.03,-79.3,0
1977-10-10,London,ON,Triangle,20 minutes,"No sound, one light in front tip of triangle and moved extremely slowly.",2016-12-30,Canada,348681,42.97,-81.24,0
1977-07-26,Toronto,ON,Triangle,5- 10 minutes,"dark triangle blanks out stars, lights appear",2007-04-27,Canada,4670783,43.65,-79.38,2
1977-07-20,Hamilton,ON,Changing,10 MINUTES,"I SAW THIS ""THING"" WHICH WAS IN THE SHAPE OF A LARGE BUTTERFLY (ABOUT 10 MILES IN DIAMETER) AT OR NEAR HAMILTON CIVIC AIRPORT",2008-03-04,Canada,661942,43.26,-79.85,0
1977-07-01,Kitchener,ON,Sphere,2 minutes,A small circular craft with rotating lights around its center,2011-12-12,Canada,414309,43.46,-80.5,0
1975-09-07,Toronto,ON,Sphere,2 hours,Stationary shimmering ball of light.,2019-04-12,Canada,4670783,43.65,-79.38,2
1975-08-15,Hamilton,ON,Disk,5 minutes,Red and white or white and red running lights.,2015-09-11,Canada,661942,43.26,-79.85,0
1973-06-01,Oshawa,ON,Fireball,5 min,Roound red ball that dripped then shot out of sight,2007-02-01,Canada,251139,43.89,-78.86,0
1972-10-15,Toronto,ON,Oval,seconds,"observed tarnished, oval shaped object with black symbols on side travelling south at a steady speed towards Lake Ontario",2010-05-12,Canada,4670783,43.65,-79.38,2
1971-07-15,Toronto,ON,Fireball,3 seconds,various coloured fireball emitting sparks and totally silent,2006-05-15,Canada,4670783,43.65,-79.38,2
1969-09-10,Chatham,ON,Disk,8-10 mins,"The saucer was black,dome top,25-30ft.in diam.8-10ft.high,flat bottom,what caught are eye was the white beam shining up into the sky .",2006-10-30,Canada,44598,42.41,-82.19,0
2060-07-01,Midland,ON,Disk,17 minutes,4 disc shapped crafts over Gerogen Bay ont.,2012-11-19,Canada,31902,44.75,-79.89,0
NA,Kitchener,ON,Triangle,,"Let w flying triangular craft..comp silence..flew directly overhead..witnessed by mistake re than one..if it was 1000 feet high,it was",2020-07-09,Canada,414309,43.46,-80.5,0
NA,Summerside,PE,Cigar,,https://m.facebook.com/story.php?story_fbid=998991064255606&id=100024341647489,2020-06-25,Canada,14837,46.4,-63.8,0
2015-08-15,Montague,PE,Light,2 minutes,"Bright white light traveling rapidly across the sky, then disappeared, in Prince Edward Island, Canada",2015-08-27,Canada,2019,46.17,-62.65,0
2009-08-23,Summerside,PE,Circle,1 min,"White object flying in zigzag pattern over Summerside, PEI, Canada",2009-08-27,Canada,14837,46.4,-63.8,0
1999-09-09,Charlottetown,PE,Disk,15 minutes,Suspended white light with blue and red blinking lights low in sky on very clear night,2009-01-10,Canada,43540,46.24,-63.14,2
1975-07-15,Summerside,PE,Rectangle,5 minutes,"A silent, floating, rectangular object the size of a football field, skimming the tops of buildings.",2009-12-12,Canada,14837,46.4,-63.8,0
2062-08-22,Charlottetown,PE,Light,3 minutes,Speeding light from horizon stopping and turning 90 degrees at high speed and then hovering overhead.,2007-08-07,Canada,43540,46.24,-63.14,2
2020-09-22,Montreal,QC,Fireball,3 seconds,Bright white light moving at extreme speeds,2020-11-05,Canada,3280123,45.52,-73.57,0
2020-08-22,Sherbrooke,QC,Other,5-10 minutes,2 donut shaped shinning silver objects I photographed with my wife present.,2020-08-27,Canada,129907,45.4,-71.9,0
2020-08-15,Rouyn-Noranda,QC,Chevron,3 seconds,bright yellow  speeding chevron.,2020-08-20,Canada,24109,48.24,-79.03,0
2020-03-31,Shawinigan,QC,Light,3 minutes,"Fixed light flying objects not recognized as commercial, military, helicopters, satellite or drone flights.  ((Starlink satellites))",2020-06-25,Canada,49335,46.56,-72.75,0
2020-02-11,Montreal,QC,Oval,1-3 minutes,Strange light appeared in the night sky at 6:03 pm. The sun goes down at 4:20. It was like a glowing streak of light . You could see cl,2020-02-13,Canada,3280123,45.52,-73.57,0
2019-07-28,Montreal,QC,Sphere,2 minutes,"Bright orange orb gliding through the sky, above Montreal.",2019-08-23,Canada,3280123,45.52,-73.57,0
2018-05-20,Montreal,QC,Oval,10 minutes,It’s not the first time I seen the UFO I’ve seen 3 of them in the sky of Montreal when I was 13 years old and both of my brothers seen,2018-06-15,Canada,3280123,45.52,-73.57,0
2017-09-13,Montreal,QC,Circle,9 seconds,Star expands in size and disappears.,2017-09-14,Canada,3280123,45.52,-73.57,0
2017-07-22,Montreal,QC,Triangle,45 seconds,"Green illuminated ""V"" shape seen above Montreal, Quebec, Canada. ((NUFORC Note:  Witness is skilled & highly educated scientist.  PD))",2017-07-23,Canada,3280123,45.52,-73.57,0
2016-09-02,Sherbrooke,QC,Triangle,<4 seconds,Triangle UFO.,2016-09-09,Canada,129907,45.4,-71.9,0
2016-06-24,Marieville,QC,Cylinder,15 seconds,"Dark cylinder with lights @ both end, speed approx 300 km/h @ 2000 feet going in straight line @ approx 340 deg. North without noise,",2016-07-08,Canada,5619,45.43,-73.17,0
2016-06-05,Montreal,QC,Light,3 seconds,bright white light,2016-06-10,Canada,3280123,45.52,-73.57,0
2016-05-07,Sherbrooke,QC,Circle,5 minutes,"2 white orbs UFO in day time, and then jets.  Very bright.",2016-05-10,Canada,129907,45.4,-71.9,0
2015-09-04,Montreal,QC,Light,7 minutes,Distance away from ufo: 2 miles approx depending on actual size. It was a bright light dimming in and out slightly. It went left about,2015-09-11,Canada,3280123,45.52,-73.57,0
2015-08-13,Joliette,QC,Triangle,10 seconds,Silent and fast triangle heading from east to west at low altitude,2015-08-27,Canada,34896,46.03,-73.45,0
2015-07-24,Bromont,QC,Light,8-10 minutes,2 strange large lighted objects in sky at dusk.,2015-07-31,Canada,1046,45.28,-72.65,0
2015-04-28,Montreal,QC,Circle,10 seconds,3 red circles spotted in Montreal.,2015-04-30,Canada,3280123,45.52,-73.57,0
2014-12-27,Montreal,QC,Sphere,2 seconds,Small red sphere seen by two people.  Uncloaked and shot out into outer space.,2015-01-07,Canada,3280123,45.52,-73.57,0
2014-08-27,Montreal,QC,Fireball,1 minute,A changing shape light has been seen in a night sky for a minute.,2014-09-05,Canada,3280123,45.52,-73.57,0
2014-07-05,Quebec,QC,Light,20 seconds,"2 very fast moving soundless bright red lights heading SE over quebec city at 22:15 Saturday, July 5th.",2014-07-11,Canada,647916,46.82,-71.23,2
2014-07-01,Montreal,QC,Circle,1 minute,Four glowing discs in quadrilateral order right over my head moving from over Nuns Island in directon downtown.,2014-08-15,Canada,3280123,45.52,-73.57,0
2014-06-18,Montreal,QC,Chevron,30 second,I saw a chevron shape UFO and few seconds after I saw a group of 7 and 5 round shape object following the main base UFO this is 120 tim,2014-08-22,Canada,3280123,45.52,-73.57,0
2014-05-09,Montreal,QC,,seconds,Spectograph Chart showing exact identity and sound of event,2014-06-04,Canada,3280123,45.52,-73.57,0
2014-03-02,Montreal,QC,Unknown,1 hour,We saw the bright lights and we knew it wasnt human.,2014-03-18,Canada,3280123,45.52,-73.57,0
2013-12-04,Montreal,QC,Circle,unknown,Red lights motionless in Montreal skies.,2013-12-23,Canada,3280123,45.52,-73.57,0
2013-11-11,Montreal,QC,Diamond,3 minutes,"Downtown--seen something going super fast and high in the sky, a lot of lights flashing.",2013-11-20,Canada,3280123,45.52,-73.57,0
2013-09-19,Montreal,QC,Circle,5-10 minutes,"Blue, yellow, orange orbe travelling over Montreal, Canada.",2015-02-20,Canada,3280123,45.52,-73.57,0
2013-09-18,Montreal,QC,Light,3 hours,Strange lights in the sky over Montreal QC Canada.,2013-09-30,Canada,3280123,45.52,-73.57,0
2013-08-18,Huntingdon,QC,Fireball,10,Yellowish/orange sphere seen overing from West to NNE.,2013-08-30,Canada,2876,45.08,-74.18,0
2013-03-20,Montreal,QC,Oval,5 minutes,Sighted 2 UFOS creeping over the horizon.,2013-05-15,Canada,3280123,45.52,-73.57,0
2013-02-18,Montreal,QC,Circle,5 seconds,Blue circle passes overhead going east at 11:20 pm est.,2013-02-28,Canada,3280123,45.52,-73.57,0
2012-10-24,Montreal,QC,Changing,2-3 seconds,Falling light with a changing shape in rotation.,2012-10-30,Canada,3280123,45.52,-73.57,0
2012-07-26,Quebec,QC,Other,2 hours 10 mins,2 white orbs.,2017-06-02,Canada,647916,46.82,-71.23,2
2012-07-21,Montreal,QC,Oval,2-3 minutes,"Silvery, oval object high up in blue sky at midday, incredible speed and incredible maneuvering.",2012-08-05,Canada,3280123,45.52,-73.57,0
2012-07-08,Montreal,QC,Fireball,about 10 seconds,Bright red light flying across night sky at very fast speed in west Montreal.,2012-08-05,Canada,3280123,45.52,-73.57,0
2012-06-14,Temiscaming,QC,Fireball,5 seconds,5 sec fireball over canadian lake,2012-07-04,Canada,1861,46.72,-79.08,0
2012-06-13,Montreal,QC,Flash,1:30,Motionless white pulstating flash in the sky. It occured each 42 second during 1:30.It was left and little above to the constelatio,2012-06-14,Canada,3280123,45.52,-73.57,0
2012-06-13,Montreal,QC,Light,6 second,I saw 3 red light in tight formation. They flight going to Southwest over Montreal at great speed passing over Saturn and slowly fadin,2012-06-14,Canada,3280123,45.52,-73.57,0
2012-06-09,Montreal,QC,Diamond,4,"Bright object in moving slow  the sky DEFINITELY not a plane,drone,satelite or comet...maybe an asteroid..",2012-06-14,Canada,3280123,45.52,-73.57,0
2012-03-20,Montreal,QC,Other,2 minutes,100+ UFOs in a V-shaped formation,2012-05-13,Canada,3280123,45.52,-73.57,0
2011-10-06,Montreal,QC,Other,20 minutes,"Report of incident 9 to 10 spheres were dancing above a low cloud cover zooming  in and out in odd patterns; some slowly , some quickly",2011-10-10,Canada,3280123,45.52,-73.57,0
2011-07-13,Montreal,QC,Changing,5 minutes,"Two morphing golden shapes flying over Montreal in the evening on July 13th, 2011.",2011-07-17,Canada,3280123,45.52,-73.57,0
2011-06-19,Gaspe,QC,Teardrop,Walking,Bee hive shape with many lights but 7 brighter ones then others,2011-06-20,Canada,3343,48.82,-64.51,0
2011-06-18,Montreal,QC,Circle,4 seconds,"The circular object, orange lights spinning, was the size of a quarter in the night sky, and rocketed accros the horizon in 5 seconds.",2011-06-20,Canada,3280123,45.52,-73.57,0
2011-06-03,Montreal,QC,Light,30 seconds,"2 lights (white or yellow...)  side by side flying very fast a low altitude, no sound.",2011-06-12,Canada,3280123,45.52,-73.57,0
2011-05-06,Sherbrooke,QC,Triangle,00:00:05,V-Shaped Triangle UFO,2011-05-12,Canada,129907,45.4,-71.9,0
2010-10-28,Montreal,QC,Teardrop,2 - 3 minutes,White triangles flying in sync,2010-11-21,Canada,3280123,45.52,-73.57,0
NA,Montreal,QC,Changing,,http://www.cbc.ca/canada/montreal/story/2010/09/30/mystery-ufo-sighting-montreal.html?ref=rss,2010-11-21,Canada,3280123,45.52,-73.57,0
2010-07-10,Montreal,QC,Changing,10-15 Seconds,Strange shapeshifting cloud like UFO.,2011-08-07,Canada,3280123,45.52,-73.57,0
2010-06-01,Rouyn-Noranda,QC,Triangle,3-4 sec.,Black triangle / lights formation in triangle shape sighting with sound,2010-06-03,Canada,24109,48.24,-79.03,0
2010-04-07,Montmagny,QC,Disk,2 hours,"Colorful object very high in the sky, seen in Montmagny, Quebec.",2010-04-13,Canada,9679,46.97,-70.55,0
2009-11-09,Maniwaki,QC,Other,few hours,"Strobing light, multiple colours, near Maniwaki, P.Q. (130kms North of Ottawa)",2009-12-12,Canada,4252,46.37,-75.97,0
2009-08-11,Quebec,QC,Rectangle,1:00 min,no sound  and pure withe rectangular,2009-12-12,Canada,647916,46.82,-71.23,2
2009-07-25,Berthierville,QC,Fireball,one minute,"Approxymately 1,500 or 2,000 feet. angle was like parralel to the ground , it was huge , big , like always changing colors ,",2009-08-05,Canada,4427,46.08,-73.17,0
2009-07-17,Quebec,QC,Sphere,2 hours,Big orange spheres over Quebec City.,2009-08-05,Canada,647916,46.82,-71.23,2
2009-04-27,Montreal,QC,Triangle,6 seconds,"Black ""v"" shapped ufo with approximatively 6 orange light on each side over montreal.",2009-05-12,Canada,3280123,45.52,-73.57,0
2008-11-29,Montreal,QC,Oval,1 hour,"2-White stobing oval objects in the sky.  ((NUFORC Note:  Ihe witness may have been looking at Venus & Jupiter, we believe.  PD))",2009-01-10,Canada,3280123,45.52,-73.57,0
2008-08-12,Acton Vale,QC,Oval,40 sec,we where looking in the sky. we saw a plane near by.and close to it we saw an oval object then it disapeard in the clouds.,2008-10-31,Canada,5153,45.63,-72.57,0
2008-04-23,Montreal,QC,Other,2 HOURS,20-30 moving lights in Montreal Canada.,2008-06-12,Canada,3280123,45.52,-73.57,0
2007-08-15,Montreal,QC,Fireball,3-5 sec.,bluish white fireball observed during 3-5 sec. on SW to NE trajectory over Montreal --possible sat reentry,2007-10-08,Canada,3280123,45.52,-73.57,0
2007-06-23,Montreal,QC,Changing,2-3 minutes,Black rotating cross witnessed by 6 people above Tufts University Campus.,2007-08-07,Canada,3280123,45.52,-73.57,0
2007-06-09,Montreal,QC,Disk,6-7min,another silver disk,2007-06-12,Canada,3280123,45.52,-73.57,0
2007-06-09,Montreal,QC,Other,1 second,UFO caught during a photoshoot,2007-06-12,Canada,3280123,45.52,-73.57,0
2007-03-15,Montreal,QC,Sphere,10-20 seconds,Stainless and brown object over Montreal,2012-08-19,Canada,3280123,45.52,-73.57,0
2006-09-24,Montreal,QC,Changing,one hour,http://ufocasebook.conforums.com/index.cgi?board=canada&action=display&num=1149880510,2006-10-30,Canada,3280123,45.52,-73.57,0
2006-08-22,Montreal,QC,Light,00:01,"Suburbs of Montreal, Quebec, Canada, bright light, shadow of possible large craft.",2006-10-30,Canada,3280123,45.52,-73.57,0
2006-08-16,Montreal,QC,Flash,1 minute,Brilliant white light moving and splitting in 2 red trangles,2006-10-30,Canada,3280123,45.52,-73.57,0
2006-07-27,Montreal,QC,Cylinder,15 minutes,Bright silvery cigar cylinder object seen floating over the Montreal sky,2006-10-30,Canada,3280123,45.52,-73.57,0
2006-07-27,Montreal,QC,Cigar,15mins,UFO in Montreal Cigar shape,2006-10-30,Canada,3280123,45.52,-73.57,0
2006-06-12,Montreal,QC,Sphere,3 hours,First time experience they said nasa was hiding a secret mission from the people.,2006-07-16,Canada,3280123,45.52,-73.57,0
2006-05-28,Montreal,QC,Sphere,3.5 hours,"It was 28.05.06, 14:30 ((in time I sad to myself to check the time passed not so much time)) I was in park wathcing the sky and spot to",2006-07-16,Canada,3280123,45.52,-73.57,0
2006-04-09,Montreal,QC,Formation,10 sec,I just saw a formation of 4 red light in the sky. One of the light shift the 3 others light too fast to be a normal air plane.,2006-05-15,Canada,3280123,45.52,-73.57,0
2004-12-08,Montreal,QC,Oval,About 30 seconds,Bright yellow light at the horizon in the East of Montreal (Qc) on August 12th 2004,2007-08-07,Canada,3280123,45.52,-73.57,0
2003-05-15,Montreal,QC,Other,5 seconds,Saw white object fly soundlessly for 5 seconds.,2011-12-17,Canada,3280123,45.52,-73.57,0
2001-08-09,Bromont,QC,Formation,1/2 hour,"Large structure in sky,  Moving slowly, in complete silece.",2008-06-12,Canada,1046,45.28,-72.65,0
1998-05-15,Montreal,QC,Light,,If you type into YouTube strange lights in the sky that's exactly what I saw in 1998 I was 14 at the time of the sighting now on 34 jus,2017-11-17,Canada,3280123,45.52,-73.57,0
1998-01-12,Richmond,QC,Light,5 second,The light was fast going between trees just like the light u see attacking plains,2013-06-02,Canada,3498,45.67,-72.15,0
1993-06-01,Sherbrooke,QC,Fireball,20 minutes,"Orange orb directs arch-like lazer to earth which reflects back up to the orb, followed by a sonic boom.",2013-05-15,Canada,129907,45.4,-71.9,0
1992-05-20,Montreal,QC,Egg,Few minutes,I remember when I was a kid and having breakfast and getting ready for school and the back door was open so I was going to close it and,2017-01-12,Canada,3280123,45.52,-73.57,0
1986-06-13,Val-d'Or,QC,Cigar,15 minutes,"UFO sighted by 5 in woods, it had multi-coulored, flashing lights and went from a horizontal position to a vertical position while obse",2014-08-22,Canada,25479,48.11,-77.79,0
1975-06-15,Joliette,QC,Other,2min@,i dont speak anglish very well so i'm gonna try the best i can . i have so much details to tell but i dont have enough words in eng,2007-02-24,Canada,34896,46.03,-73.45,0
2020-09-03,Saskatoon,SK,Circle,1 minute,((NUFORC Note:  No details provided by witness.  PD)),2020-11-05,Canada,199523,52.15,-106.66,0
2020-08-28,Saskatoon,SK,Flash,Flash,Bright flash of light during daylight,2020-09-04,Canada,199523,52.15,-106.66,0
2020-08-11,Saskatoon,SK,Circle,7 seconds,"5 to 7 circular objects, moving in a triangular formation, at a very methodical speed.",2020-08-20,Canada,199523,52.15,-106.66,0
2020-04-18,Regina,SK,Circle,45 minutes,25 to 30 golden balls in sky or shine to them all in a verticle line.  ((Starlink satellites)),2020-05-01,Canada,175727,50.45,-104.61,2
2020-04-18,Regina,SK,Light,20 minutes,We seen well over 30-40 lights some super bright some not way to high to be planes flew in strait line.  ((Starlink satellites)),2020-05-07,Canada,175727,50.45,-104.61,2
2020-04-09,Saskatoon,SK,Changing,&gt;10 seconds,"Black ufo appears in sky after loud bang, and disappears after flying into a bright red shimmering portal.",2020-06-25,Canada,199523,52.15,-106.66,0
2020-03-30,Regina,SK,Light,40 minutes,">45-50 plus lights seen in Regina sky some in formation the rest in what seemed like a planned flight plan!  ((""STARlink"" satellites??",2020-04-09,Canada,175727,50.45,-104.61,2
2020-02-24,North Battleford,SK,Light,5 minutes,"At approximately 8:55pm, saw what I thought was a bright star, but it was moving.  Called my husband outside and we watched it go at th",2020-04-09,Canada,20102,52.79,-108.29,0
2019-12-28,Saskatoon,SK,Unknown,15 minutes,"((""Starlink"" satellites??))",2020-02-07,Canada,199523,52.15,-106.66,0
2019-12-28,Saskatoon,SK,Light,30 minutes,"These aircraft or lights where flying straight up into the sky.  ((""Starlink"" satellites??))",2020-02-07,Canada,199523,52.15,-106.66,0
2019-12-27,Moose Jaw,SK,,20 minutes,"3 people saw about 25 white lights in formation, evenly spaced, flying from W to E.  ((""Starlink"" satellites??))",2020-02-07,Canada,32074,50.39,-105.54,0
2019-12-21,Saskatoon,SK,Formation,5 minutes,Each object glowed reddish in color the entire time of viewing.,2019-12-22,Canada,199523,52.15,-106.66,0
2019-12-18,Prince Albert,SK,Circle,4 minutes,four red lights appeared above the river like a string of diagonal lights strung across the river,2019-12-19,Canada,34595,53.2,-105.75,0
2019-10-19,Saskatoon,SK,Triangle,1 min,Unknown v shaped object fly above Saskatoon Sk Canada,2019-12-01,Canada,199523,52.15,-106.66,0
2019-10-19,Davidson,SK,Diamond,5 minutes,"Saw very bright diamond shaped object in the eastern sky, object kept coming closer and then disappeared south at an incredible speed.",2019-12-01,Canada,951,51.27,-105.97,0
2019-07-25,Regina,SK,Light,20 seconds,"Two seperate lights moving towards each other, stopped and made a full rotation around each other then proceeded in opposite directions",2019-07-25,Canada,175727,50.45,-104.61,2
2019-07-23,Moose Jaw,SK,Cigar,8 minutes,I was at work out in the train yard when I noticed in the sky a cigar-shaped object slowly flying SW of my location.,2019-08-23,Canada,32074,50.39,-105.54,0
2019-05-18,Martensville,SK,Light,1-2 minutes,Was out walking dog around midnight looking at full moon.  Wife noticed two bright lights by big dipper constalation.  They were moving,2019-06-07,Canada,4011,52.29,-106.68,0
2019-05-15,Regina,SK,Other,,Light circling sky at night.,2019-06-07,Canada,175727,50.45,-104.61,2
2019-05-06,Regina,SK,Light,3-4 minutes,Lights circling in the sky.,2019-05-09,Canada,175727,50.45,-104.61,2
2018-08-02,Saskatoon,SK,Light,1-2 minutes,Lights emerge from thundercloud.,2018-08-10,Canada,199523,52.15,-106.66,0
2018-07-20,Macklin,SK,Light,3-4 minutes,Quick moving bright white light.  Seen by 2 people,2018-08-10,Canada,1236,52.33,-109.95,0
2018-06-23,Saskatoon,SK,Disk,45 minutes (approx),"Possible disk, but wouldn't rule out meteorological phenomenom.",2018-06-28,Canada,199523,52.15,-106.66,0
2017-10-13,Moose Jaw,SK,Formation,30 seconds,"My wife, daughter, and I were staring at the stars, and witnessed a series of red lights fly quickly across the sky from the NNE to the",2017-10-19,Canada,32074,50.39,-105.54,0
2017-03-09,Prince Albert,SK,Other,2 minutes,Elongated white object in the early evening.,2017-03-10,Canada,34595,53.2,-105.75,0
2016-12-05,Regina,SK,Light,2-3 minutes,2 blue lights balls moving close.,2016-12-15,Canada,175727,50.45,-104.61,2
2016-11-15,Prince Albert,SK,Triangle,30 minutes,A bright halogen like light listed lazily in a 10 degree area near direct overhead.,2016-12-05,Canada,34595,53.2,-105.75,0
2016-11-10,La Ronge,SK,Unknown,5 minutes,We seen 7 lights moving across the northern sky.,2016-11-11,Canada,3021,55.1,-105.3,0
2016-11-10,Saskatoon,SK,Cylinder,2 minutes,Three witness ufo in Saskatoon.,2016-12-05,Canada,199523,52.15,-106.66,0
2016-11-10,Saskatoon,SK,Cylinder,2 minutes,Took a video.,2016-11-11,Canada,199523,52.15,-106.66,0
2016-11-09,Saskatoon,SK,,5 seconds,"Meteor-like 2 or 3 close together light blue lights, really fast across sky at dawn",2016-11-11,Canada,199523,52.15,-106.66,0
2016-10-02,Regina,SK,Disk,5 minutes,Bright disk-shaped object in the sky,2016-10-11,Canada,175727,50.45,-104.61,2
2016-09-13,Saskatoon,SK,Light,5 minutes,It looked like a star but cruised like a helicopter.,2016-09-15,Canada,199523,52.15,-106.66,0
2016-09-11,Moosomin,SK,Sphere,Seconds,730 am going to work in underground facility 2km under . Greenish orb came into view looked odd so took three pics very quickly I did n,2016-09-15,Canada,2170,50.15,-101.67,0
2015-09-28,Regina,SK,Oval,3 minutes,Orange light in sky.,2015-09-29,Canada,175727,50.45,-104.61,2
2015-09-12,Prince Albert,SK,Fireball,2 minutes,"A friend and I witnessed what appeared to be three or four fireball looking objects, they did not move like regular aircraft and seemed",2015-09-17,Canada,34595,53.2,-105.75,0
2015-09-12,Saskatoon,SK,Light,1-2 minutes,"Large, pulsating orange light passing from east to west on a steady path",2015-09-17,Canada,199523,52.15,-106.66,0
2015-06-10,Regina,SK,Light,45 minutes,Strange bright lights moving fast back and forth in East Regina (Douglas Park area),2015-06-15,Canada,175727,50.45,-104.61,2
2015-03-25,Saskatoon,SK,Triangle,None,Clear view of spaceship in Martian skies while analysing Mars rover photo,2015-04-17,Canada,199523,52.15,-106.66,0
2014-10-20,Saskatoon,SK,Light,5 minutes,Flashing lights stationary in sky.,2014-11-06,Canada,199523,52.15,-106.66,0
2014-10-12,Gull Lake,SK,Circle,15 seconds,Saw a bright orb enter into a thin cloud and not come out.,2014-11-06,Canada,934,50.1,-108.48,0
2014-08-26,Prince Albert,SK,Diamond,5 seconds,Bluish diamond very fast no sound.,2014-08-29,Canada,34595,53.2,-105.75,0
2014-08-24,Prince Albert,SK,Circle,15 minutes,Red light spotted 5 times in about 15 minutes in the southern sky.,2014-08-29,Canada,34595,53.2,-105.75,0
2014-07-01,Humboldt,SK,Light,5 minutes,Family witness large bright yellowish/orange sphere shaped light in northern sky.,2014-07-04,Canada,4743,52.2,-105.12,0
2014-06-20,Regina,SK,Light,3 minutes,It was green with some red lights. It was moving at high speeds moving east and then would stop and turn sharply heading west. It moved,2014-06-20,Canada,175727,50.45,-104.61,2
2014-06-07,Esterhazy,SK,Fireball,1 minute,Fireballs  floating in the sky.,2014-07-11,Canada,2158,50.65,-102.08,0
2014-03-19,Regina,SK,Triangle,15 seconds,"Mirrored triangular shaped object March 19, 2014.",2014-03-21,Canada,175727,50.45,-104.61,2
2013-12-31,North Battleford,SK,Circle,5 minutes,A Large Bright Red Glowing Light.,2014-01-10,Canada,20102,52.79,-108.29,0
2013-11-22,Humboldt,SK,Fireball,10 seconds,Orange/yellow fireball seen in northern sky near Humboldt Sk that was sighted by father and son.,2013-12-02,Canada,4743,52.2,-105.12,0
2013-10-13,Regina,SK,Light,20 seconds,"Four red lights in sky, that faded and disapeared",2013-10-14,Canada,175727,50.45,-104.61,2
2013-08-30,Saskatoon,SK,Chevron,5 seconds,Five lights flying in a V-formation.,2013-09-09,Canada,199523,52.15,-106.66,0
2013-05-05,Regina,SK,Triangle,4 minutes,"Black soft triangular shaped ufo, three white lights near each tip seen slowly moving in general southward heading over Regina Sk, Can.",2013-05-15,Canada,175727,50.45,-104.61,2
NA,La Ronge,SK,Oval,1 minute,White oval object w/black window seen by 2.,2013-09-30,Canada,3021,55.1,-105.3,0
2012-08-27,Saskatoon,SK,Unknown,80 seconds,Two red flashing objects traversed the sky from east to north in about 40 seconds.,2012-09-24,Canada,199523,52.15,-106.66,0
2012-07-29,Saskatoon,SK,Triangle,30 seconds,V-shaped ufo over Saskatoon.,2013-12-12,Canada,199523,52.15,-106.66,0
2012-07-07,Regina,SK,Fireball,30 seconds,The time was around 10:00 p.m. and me and a friend were watching a storm from the top of a building. We were up there for about 20 minu,2012-08-05,Canada,175727,50.45,-104.61,2
2012-06-20,Prince Albert,SK,Unknown,20 seconds,Bright pulsating light moving in the sky then stopping and disappearing off in the distance.,2012-08-05,Canada,34595,53.2,-105.75,0
2012-06-07,Saskatoon,SK,Light,,Side by side orbe lights hovering an changing colors,2012-06-08,Canada,199523,52.15,-106.66,0
2012-05-12,Regina,SK,Changing,2:30,"We were out on a grid road, Were were watching orbs sit and then some weird flashes started coming out of them, One red orb fell so we",2012-05-29,Canada,175727,50.45,-104.61,2
2012-04-22,Regina,SK,Triangle,8 seconds,My friends and I have been outside for a few hours. We reside in Regina sask. At approximately midnight we all saw three lights moving,2012-05-13,Canada,175727,50.45,-104.61,2
2012-04-02,Lloydminster,SK,Disk,3-4 hours,"Foreign Disk shaped object flying about in the sky, moving different directions and a ring around it.",2012-04-18,Canada,23099,53.28,-110.01,0
2012-03-25,Regina,SK,Rectangle,5 seconds,Rectangular shaped object with three low level lights quiet and quick travelled overhead.,2012-04-18,Canada,175727,50.45,-104.61,2
2011-05-21,Lanigan,SK,Light,under 1 minute,moving stars that disapear not a falling star.,2011-05-29,Canada,1184,51.85,-105.03,0
2010-10-01,Saskatoon,SK,Changing,30-60 seconds,hazy yellow-orange light(s) that changed shape and moved fluidly,2010-11-21,Canada,199523,52.15,-106.66,0
2010-08-09,Regina,SK,Fireball,30-40 seconds,"Glowing orange object in sky, saw it from directly below, was rounded in shape",2010-08-24,Canada,175727,50.45,-104.61,2
2010-08-08,Moose Jaw,SK,Light,10 minutes,A light very similar to a satellite. but movements were not of a satellite,2013-02-18,Canada,32074,50.39,-105.54,0
2010-07-14,Regina,SK,Flash,1 hr,"8 objects high up in the sky that flash white, red, and green lights",2010-07-19,Canada,175727,50.45,-104.61,2
2010-05-18,Saskatoon,SK,Other,30 seconds,Bulbous looking object seen moving through the sky,2010-06-03,Canada,199523,52.15,-106.66,0
