Date.Time,City,State,Shape,Duration,Summary,Posted,Country,pop,lat,long,capital
2015-04-18,Toronto,ON,Sphere,3888000.0,2 orange-red orbs or a cylinder with litted ends although no apparent connection between ends,2015-04-30,Canada,4670783,43.65,-79.38,0
2015-04-18,Toronto,ON,Fireball,432000.0,"White streak in straight, horizional path.  Head turns yellowish then red then dissappeared/disintegrated.",2015-04-30,Canada,4670783,43.65,-79.38,0
2015-03-15,Bradford,ON,Triangle,3600.0,"Three objects King City area. Two triangular, one flat. Very bright lights on two. One stationary, two moving East to West.",2015-03-20,Canada,19278,44.12,-79.56,0
2015-03-12,Kingston,ON,Circle,2400.0,"Star-like round object hovers for 20 minutes, then takes off crazy fast.",2015-03-13,Canada,115695,44.23,-76.5,0
2015-03-05,Ottawa,ON,Changing,7200.0,"Stationary then bopping bright object with flashing red lights over Quebec, Canada.",2015-03-06,Canada,885542,45.42,-75.71,1
2015-02-09,Toronto,ON,Unknown,,Bright white circle light with no source and looks like cross hairs of a gun scope.,2015-02-12,Canada,4670783,43.65,-79.38,0
2015-01-16,Windsor,ON,Other,45.0,5 streaks in the sky flying in formation towards the northwest. These were not jets or mediors.. Fascinating:),2015-01-26,Canada,281545,42.3,-83.03,0
2015-01-16,Windsor,ON,Other,45.0,5 streaks in the sky flying in formation towards the northwest. These were not jets or mediors.. Fascinating:),2015-01-26,Canada,3828,44.98,-64.13,0
2015-01-16,Windsor,ON,Other,45.0,5 streaks in the sky flying in formation towards the northwest. These were not jets or mediors.. Fascinating:),2015-01-26,Canada,5428,45.58,-72.0,0
2015-01-12,Saint Thomas,ON,Egg,7200.0,Tear shaped fast moving object surrounded by purple hue.,2015-01-16,Canada,39398,42.78,-81.19,0
2014-12-28,Kanata,ON,Fireball,480.0,More than a dozen round fiery orange objects floating quietly by in the night sky.,2015-01-07,Canada,100433,45.34,-75.88,0
2014-12-26,Cobourg,ON,Circle,300.0,"4 yellow/orange lights moving with seeming deliberate movement east of Cobourg, Ontario.",2015-01-07,Canada,18316,43.96,-78.17,0
2014-12-20,Orillia,ON,Cylinder,900.0,"Silver object with a big contrail.  ((NUFORC Note:  We suspect a high-altitude jet, generating a contrail in a clear, blue sky.  PD))",2015-01-07,Canada,30408,44.6,-79.42,0
2014-12-10,Gravenhurst,ON,Fireball,3888000.0,"Foo fighter appeared out my eastern window floted north west between my building and the neighbors, I jumped up when my friend point",2018-01-12,Canada,5913,44.92,-79.37,0
2014-12-07,Carleton Place,ON,Unknown,,"Bright orange object hovering East between Carleton Place & Ottawa, Ontario",2014-12-18,Canada,9867,45.13,-76.13,0
2014-11-10,Oshawa,ON,Light,432000.0,Green light.,2014-11-14,Canada,251139,43.89,-78.86,0
2014-10-31,Rockland,ON,Light,120.0,3 blinking lights in the sky,2014-11-06,Canada,9137,45.53,-75.28,0
2014-10-27,Toronto,ON,,9000.0,Seen 3 objects in the sky at first glance we thought they were stars but then we noticed that they had lights going in a vertical line,2014-11-06,Canada,4670783,43.65,-79.38,0
2014-10-24,Barrie,ON,Oval,2700.0,3 UFO's sighted in Barrie Ontario Canada and all had a stop and start movement.,2014-11-06,Canada,198492,44.38,-79.68,0
2014-10-24,Ottawa,ON,Light,1728000.0,Two Rows of flashing Lights in the sky.,2014-11-06,Canada,885542,45.42,-75.71,1
2014-10-24,Dunnville,ON,Light,1800.0,"Very obvious bright flashing white and red lights, looks like a star, moving very unusual.",2014-11-06,Canada,6082,42.91,-79.62,0
2014-10-12,Havelock,ON,Light,450.0,"Red light clearly seen by two people, light never varied  in height or speed.",2014-11-06,Canada,1421,44.44,-77.88,0
2014-10-09,Toronto,ON,Sphere,,"3 orb floatings in formation over toronto,blood moon strange occurence with military on alert.",2014-11-06,Canada,4670783,43.65,-79.38,0
2014-10-09,Toronto,ON,Disk,259200.0,A craft appear over  cn tower  and then a laser seem to have try to hit but miss it.,2014-10-10,Canada,4670783,43.65,-79.38,0
2014-10-08,South River,ON,Light,600.0,at least 20 lights in a row.   ((Starlink satellites)),2020-05-01,Canada,1208,45.85,-79.37,0
2014-09-23,Mississauga,ON,Cigar,300.0,"White cigar like ufo seen over Mississauga, Ontario",2014-09-25,Canada,713443,43.6,-79.65,0
2014-09-20,Kitchener,ON,Disk,150.0,Glowing gold disk shaped object hovering silently before rising straight up and disappearing into a cloud.,2014-09-25,Canada,414309,43.46,-80.5,0
2014-09-18,Woodstock,ON,Circle,300.0,"Woodstock, Ontario, UFO sighting.",2014-09-25,Canada,34056,43.13,-80.76,0
2014-09-18,Woodstock,ON,Circle,300.0,"Woodstock, Ontario, UFO sighting.",2014-09-25,Canada,4991,46.15,-67.57,0
2014-09-16,Ottawa,ON,Unknown,3600.0,"Object multiple lights, different colors, following us.  ((NUFORC Note:  Sighting perhaps solved.  Kite with LED lights.  PD))",2014-09-18,Canada,885542,45.42,-75.71,1
2014-09-10,Toronto,ON,Light,,"Blinking white light very high in the sky, not moving at all",2014-09-10,Canada,4670783,43.65,-79.38,0
2014-09-08,Hamilton,ON,Other,600.0,Unknown Anomaly Seen In the Night Sky.,2014-09-10,Canada,661942,43.26,-79.85,0
2014-09-07,Hamilton,ON,Cross,2592000.0,"Conditions were clear, not a cloud in the sky. My mother, and brother were over for Sunday dinner and we were sitting on my balcony off",2014-09-10,Canada,661942,43.26,-79.85,0
2014-09-06,London,ON,Egg,3888000.0,"Huge, with red, orange, green, yellow, and white flashing lights and produced a very, very loud humming noise and was light hazel color",2014-09-10,Canada,348681,42.97,-81.24,0
2014-09-06,Ottawa,ON,Rectangle,60.0,Light high in sky resolves to non-satellite at closest approach.,2014-09-10,Canada,885542,45.42,-75.71,1
2014-09-01,Sarnia,ON,Circle,1728000.0,Ball flying across sky in Sarnia.,2014-09-05,Canada,84053,42.99,-82.4,0
2014-08-27,Alliston,ON,Cigar,259200.0,"Cigar-shaped horizontal object with solid yellow lights in Alliston, Ontario.",2014-09-05,Canada,10353,44.15,-79.87,0
2014-08-23,Ottawa,ON,Fireball,390.0,10 pm Saturday August 23rd Ottawa Canada 8 fireballs in a formation in eastern direction. Lasted about 5 to 8 minuets.,2014-08-29,Canada,885542,45.42,-75.71,1
2014-08-21,Hamilton,ON,Disk,150.0,"Glowing, misty orange-red disc shaped object flys by 1 1/2 km distance from me.",2014-08-29,Canada,661942,43.26,-79.85,0
2014-08-10,Sudbury,ON,Chevron,180.0,Orange lights Sudbury.,2014-08-15,Canada,111118,46.49,-81.01,0
2014-08-10,Toronto,ON,Triangle,240.0,I noticed a light floating above the water where the Toronto island airport is about a week before this sighting . What happened two da,2014-08-15,Canada,4670783,43.65,-79.38,0
2014-08-10,Oshawa,ON,Triangle,120.0,Three Bright Ruby Red Lights In Triangle Formation.,2015-10-29,Canada,251139,43.89,-78.86,0
2014-08-10,Thunder Bay,ON,Light,864000.0,Bright light moved in straight line rapidly across 4:45 am sky in Thunder Bay.  No differentiation in size shape colour or brightness.,2014-08-15,Canada,98237,48.42,-89.28,0
2014-08-09,Cornwall,ON,Fireball,2592000.0,"2 orange/red glowing fireballs Cornwall, Ontario.",2014-08-15,Canada,2287,46.23,-63.22,0
2014-08-09,Cornwall,ON,Fireball,2592000.0,"2 orange/red glowing fireballs Cornwall, Ontario.",2014-08-15,Canada,48894,45.03,-74.74,0
2014-08-09,Iroquois Falls,ON,Circle,1800.0,"Three, circular, low flying, objects, reflecting a red light, consecutively fly over a lake, following the same trajectory.",2014-08-15,Canada,4286,48.77,-80.69,0
2014-08-09,Barrie,ON,Triangle,2592000.0,Black triangular shape with a red pulsating light underneath its center.,2014-08-15,Canada,198492,44.38,-79.68,0
2014-08-08,Fort Frances,ON,Oval,90.0,Red white and yellow oval shaped object hovering in the sky,2014-09-10,Canada,7834,48.62,-93.42,0
2014-08-06,Oshawa,ON,Diamond,,Three green lights in front of my car pacing my speed.,2014-08-08,Canada,251139,43.89,-78.86,0
2014-08-03,Toronto,ON,,1728000.0,Startled awake by my cat going crazy & a black shadow figure looking over my lower half.,2014-08-08,Canada,4670783,43.65,-79.38,0
2014-08-02,Sarnia,ON,Disk,1200.0,Hat shaped object over Lake Huron.,2014-08-08,Canada,84053,42.99,-82.4,0
2014-07-30,Thunder Bay,ON,Other,3600.0,What looked like Mars only 3 times larger then came down to cruise over as a glowing red/orange fireball craft.,2014-10-03,Canada,98237,48.42,-89.28,0
2014-07-27,Toronto,ON,Formation,300.0,"Multiple sightings of a UFO in Toronto, multiple camera angles have been caught. I cannot do this justice better than the news arti",2014-08-01,Canada,4670783,43.65,-79.38,0
2014-07-26,Port Hope,ON,Circle,480.0,Two sets of two dull white lights in each moving quite slowly; north from Lake Ontario and east through Port Hope towards Cobourg.,2014-08-01,Canada,11758,43.96,-78.3,0
2014-07-26,Toronto,ON,Changing,,changed shape wings came out.,2014-08-01,Canada,4670783,43.65,-79.38,0
2014-07-26,Toronto,ON,Circle,18000.0,UFO was performing some sort of ground operation.,2014-08-01,Canada,4670783,43.65,-79.38,0
2014-07-21,Oshawa,ON,Circle,864000.0,"Craft appeared to be silent,four then five rotating red lights, movigwest to east for 10 seconds,changing to orange then disappearing.",2014-07-26,Canada,251139,43.89,-78.86,0
2014-07-13,Sarnia,ON,Other,,Super white ackward shaped object jetting across the sky.,2014-07-20,Canada,84053,42.99,-82.4,0
2014-07-04,Kingston,ON,Oval,300.0,White object no wings no trails steaily traveling N/NW faster than most airliner jets..  Midday.,2014-07-04,Canada,115695,44.23,-76.5,0
2014-07-01,Toronto,ON,Rectangle,2592000.0,Glowing golden rectangle with gold/orange ball on tail.,2014-07-04,Canada,4670783,43.65,-79.38,0
2014-06-30,Oshawa,ON,Sphere,864000.0,Orange bright ball in sky at night.,2014-07-04,Canada,251139,43.89,-78.86,0
2014-06-28,Fort Erie,ON,Unknown,120.0,Bright orange/yellow sphere moving like no man-made craft,2014-07-04,Canada,16155,42.91,-78.93,0
2014-06-27,Sarnia,ON,Circle,300.0,"At approximately 11:30 P/M.  Friday 27/2014 I walking my dogs south on College Ave. in Sarnia,Ontario when I noticed a round bright lit",2014-07-04,Canada,84053,42.99,-82.4,0
2014-06-23,Toronto,ON,Triangle,432000.0,"Large triangle-shaped, pitch black silhouette, silent running craft seen gliding over Lake Ontario near the Toronto Islands.",2014-06-24,Canada,4670783,43.65,-79.38,0
2014-06-20,Beeton,ON,Fireball,600.0,6 and then 5 fireballl like objects appear from the west and slowly floated north.,2014-06-24,Canada,4088,44.11,-79.79,0
2014-06-14,Milton,ON,Fireball,360.0,"3 reddish/orange Lights flying over Milton, Ontario on June 14 at 11:15 pm (Amazing Sighting)",2014-06-20,Canada,23771,43.51,-79.89,0
2014-06-14,Paris,ON,Rectangle,60.0,"Orange rectangle with large flame inside, rotating within the rectangle, moving in straight line, a few thousand feet alt.",2014-06-20,Canada,10570,43.2,-80.38,0
2014-06-14,Marathon,ON,Cylinder,120.0,"Gold/yellow color cylinder like form moving straight up in sky, then disappeared.  A few minutes later, another one appeared moving up",2014-06-20,Canada,4686,48.75,-86.37,0
2014-06-04,Kingston,ON,Light,900.0,A star moving erratically.,2014-06-06,Canada,115695,44.23,-76.5,0
2014-06-03,Milton,ON,Circle,600.0,Donut-shaped ufo in sky along with another object.,2014-06-06,Canada,23771,43.51,-79.89,0
2014-06-03,Oshawa,ON,Light,300.0,Bright white light  traveling fast heading southeast.,2014-06-04,Canada,251139,43.89,-78.86,0
2014-06-01,Windsor,ON,Other,180.0,Try to explain this traveler.,2017-04-07,Canada,281545,42.3,-83.03,0
2014-06-01,Windsor,ON,Other,180.0,Try to explain this traveler.,2017-04-07,Canada,3828,44.98,-64.13,0
2014-06-01,Windsor,ON,Other,180.0,Try to explain this traveler.,2017-04-07,Canada,5428,45.58,-72.0,0
2014-05-31,Hamilton,ON,Light,7200.0,Pulsing green lights in Lake Ontario.,2014-06-04,Canada,661942,43.26,-79.85,0
2014-05-25,Port Perry,ON,Other,864000.0,"Two black ""silhouette"" craft viewed over Lake Scugog, Port Perry by 2 witnesses.",2014-06-04,Canada,7749,44.1,-78.93,0
2014-05-19,Fenelon Falls,ON,Circle,180.0,"Last saturday night me and my cousin saw a big bright blue circle hovering in the air, just outside Fenelon Falls.",2014-06-04,Canada,2005,44.53,-78.75,0
2014-05-17,Sudbury,ON,Triangle,604800.0,Medium grey colour triangle shaped objects,2014-06-04,Canada,111118,46.49,-81.01,0
2014-05-17,Milton,ON,Circle,600.0,"1 bright orange orb moving strange south of Milton, Ontario, Canada.",2014-06-04,Canada,23771,43.51,-79.89,0
2014-05-16,Port Hope,ON,Fireball,60.0,An orange orb that went silently across the sky.,2014-06-04,Canada,11758,43.96,-78.3,0
2014-05-16,Toronto,ON,Formation,1296000.0,Orange shape with 2-3 perfect rectangular small black blocks inside the shape looking like windows,2014-06-04,Canada,4670783,43.65,-79.38,0
2014-04-09,Port Hope,ON,Cigar,150.0,"I saw a brightly lit object hovering near Lake Ontario in Port Hope, Canada, and suddenly it vanished - in a split second.",2014-04-11,Canada,11758,43.96,-78.3,0
2014-03-27,Fort Erie,ON,Fireball,450.0,Bright green flashing sometimes steady light above treeline. almost twinkling in the sky. 20 mins before sunrise.,2014-03-27,Canada,16155,42.91,-78.93,0
2014-03-18,Toronto,ON,Disk,900.0,"On investigation of explosive sounds outside my window, I saw an object on the horizon which came closer and appeared to be a ufo.",2014-03-21,Canada,4670783,43.65,-79.38,0
2014-03-02,Ottawa,ON,Oval,600.0,"Seen two bright lights hovering in sky, then disappear in a flash.",2014-03-18,Canada,885542,45.42,-75.71,1
2014-02-17,Huntsville,ON,Disk,,I have been watching these lights... One was different colours that was straight down like 4 or 5 colours to it.,2014-02-21,Canada,8073,45.32,-79.22,0
2014-02-07,Sarnia,ON,Triangle,90.0,Triangle up to 11 light formation.,2014-02-27,Canada,84053,42.99,-82.4,0
2014-02-05,Sarnia,ON,Fireball,4536000.0,"""Swarm"" of 20-25 fireballs over Sarnia, Ontario.",2018-03-08,Canada,84053,42.99,-82.4,0
2014-01-31,Rockwood,ON,Fireball,600.0,Triangle of orange lights being followed by another brighter orange light moving strangely.,2014-02-07,Canada,2983,43.62,-80.13,0
2014-01-30,Toronto,ON,Circle,3600.0,Very bright white light in night sky,2014-01-30,Canada,4670783,43.65,-79.38,0
2014-01-29,Ottawa,ON,Triangle,300.0,Huge triangle with sun set reflecting off of it,2014-01-30,Canada,885542,45.42,-75.71,1
2014-01-27,Windsor,ON,Light,180.0,Dozens of white lights moving across the sky slowly and in the same direction.,2014-01-30,Canada,281545,42.3,-83.03,0
2014-01-27,Windsor,ON,Light,180.0,Dozens of white lights moving across the sky slowly and in the same direction.,2014-01-30,Canada,3828,44.98,-64.13,0
2014-01-27,Windsor,ON,Light,180.0,Dozens of white lights moving across the sky slowly and in the same direction.,2014-01-30,Canada,5428,45.58,-72.0,0
2014-01-25,Toronto,ON,Light,900.0,"Replicating, teleporting lights above Toronto",2014-12-18,Canada,4670783,43.65,-79.38,0
2014-01-11,Ottawa,ON,,604800.0,"Streaking yellowish greenish light from south 4 seconds with giant bright blue flash, no sound.",2014-01-24,Canada,885542,45.42,-75.71,1
2013-12-31,North Bay,ON,Light,300.0,"Orange lights seend by 3 people Over North Bay, Ontario.",2014-01-10,Canada,49664,46.3,-79.45,0
2013-12-10,Oshawa,ON,Circle,300.0,Strange Bright Light Beside the Sun.,2013-12-12,Canada,251139,43.89,-78.86,0
2013-12-01,Ottawa,ON,Light,120.0,8 lights in the sky.,2014-01-16,Canada,885542,45.42,-75.71,1
2013-11-28,Kingston,ON,Circle,300.0,2 Suns? Comet?,2013-12-02,Canada,115695,44.23,-76.5,0
2013-11-19,Milton,ON,Circle,864000.0,"Large white circular light,Approaching the south,of milton ontario,object veered very quickly to the east.",2013-11-20,Canada,23771,43.51,-79.89,0
2013-11-18,Peterborough,ON,Other,1800.0,"Large white light in southern sky.  ((NUFORC Note:  Sighting of Venus, we suspect.  PD))",2013-11-20,Canada,76458,44.3,-78.34,0
2013-11-13,Orangeville,ON,Light,2940.0,Brite light in night sky not from this planet .  ((NUFORC Note:  Sighting of Venus??  PD)),2013-11-20,Canada,34113,43.92,-80.1,0
2013-10-30,Bolton,ON,Cigar,60.0,Large red flashing lights flaying just above tree level.,2013-11-11,Canada,21985,43.88,-79.73,0
2013-10-27,Hamilton,ON,Light,60.0,"Metallic light appears, changes direction and vanishes.",2013-11-11,Canada,661942,43.26,-79.85,0
2013-10-26,Windsor,ON,Sphere,1800.0,20 medium sized orbs that glided from north to north east. The orbs made no sound.,2013-11-11,Canada,281545,42.3,-83.03,0
2013-10-26,Windsor,ON,Sphere,1800.0,20 medium sized orbs that glided from north to north east. The orbs made no sound.,2013-11-11,Canada,3828,44.98,-64.13,0
2013-10-26,Windsor,ON,Sphere,1800.0,20 medium sized orbs that glided from north to north east. The orbs made no sound.,2013-11-11,Canada,5428,45.58,-72.0,0
2013-10-20,Brockville,ON,Disk,,"Brown saucer with red and green lights seen in Brockville, Ontario, Canada.",2017-05-06,Canada,24083,44.61,-75.7,0
2013-10-19,Napanee,ON,Fireball,2700.0,Fireball over Lake Ontario.,2013-10-23,Canada,8301,44.25,-76.95,0
2013-10-17,Cornwall,ON,Other,180.0,freek me out ?,2014-01-16,Canada,2287,46.23,-63.22,0
2013-10-17,Cornwall,ON,Other,180.0,freek me out ?,2014-01-16,Canada,48894,45.03,-74.74,0
2013-10-15,Lindsay,ON,Triangle,120.0,"25 meter, low-flying, soundless black triangle drifting slowly, then accelerating to extreme speeds in a zigzag motion.",2015-01-07,Canada,18012,44.35,-78.74,0
2013-10-14,Toronto,ON,Light,1050.0,8 Red Orb Lights over large City of Toronto.,2013-10-23,Canada,4670783,43.65,-79.38,0
2013-10-14,Hawkesbury,ON,Sphere,2592000.0,"One bright-white orb moving erratically over highway 50 in quebec, canada seemed to appear and warp to another point in the sky.",2013-10-23,Canada,12439,45.62,-74.6,0
2013-10-14,Hawkesbury,ON,Sphere,2592000.0,"One bright-white orb moving erratically over highway 50 in quebec ,canada seemed to appear and warp to another point in the sky.",2013-10-23,Canada,12439,45.62,-74.6,0
2013-10-13,Toronto,ON,Fireball,3600.0,Orange fireballs over Lake Ontario.  Geometric shapes.,2013-10-14,Canada,4670783,43.65,-79.38,0
2013-10-11,Windsor,ON,Light,240.0,5 orange lights seen in sky over windsor.,2013-10-14,Canada,281545,42.3,-83.03,0
2013-10-11,Windsor,ON,Light,240.0,5 orange lights seen in sky over windsor.,2013-10-14,Canada,3828,44.98,-64.13,0
2013-10-11,Windsor,ON,Light,240.0,5 orange lights seen in sky over windsor.,2013-10-14,Canada,5428,45.58,-72.0,0
2013-10-11,Hamilton,ON,Cylinder,,Enlarged still frame pics of the video show strage shapes and strange colors.,2013-10-23,Canada,661942,43.26,-79.85,0
2013-10-10,Ottawa,ON,Light,864000.0,"FATHER: My name is Eldon Trepanier,  and I assure you that the following statement is true.At approximately 5:10 pm, I spotted a very b",2013-10-14,Canada,885542,45.42,-75.71,1
2013-10-07,Mississauga,ON,Sphere,600.0,Orbs by Lake Ontario.,2013-10-14,Canada,713443,43.6,-79.65,0
2013-10-05,Toronto,ON,Other,3600.0,LOOKED LIKE FIRE FLY'S PLAYING CATCH IN DA DARK SKY.,2013-10-14,Canada,4670783,43.65,-79.38,0
2013-10-03,Toronto,ON,Oval,216000.0,Oval shaped silent craft flying extremly fast at an almost upward angle on west side of toronto,2013-11-11,Canada,4670783,43.65,-79.38,0
2013-09-28,Ottawa,ON,Circle,2400.0,"Large circle with web like  colored (red, green, blue, silver) lightning bolts inside",2013-09-30,Canada,885542,45.42,-75.71,1
2013-09-25,Kingston,ON,Light,300.0,Unknown Objects Seen Over Easter Ontario_2013.,2013-11-11,Canada,115695,44.23,-76.5,0
2013-09-25,Mississauga,ON,Light,1296000.0,A dim orange light.,2013-09-30,Canada,713443,43.6,-79.65,0
2013-09-21,Timmins,ON,Unknown,900.0,"Ufo was seen heading in south direction, stopped and paused for minute or two, turned 90 degree and move right a few thousand feet with",2013-09-30,Canada,33319,48.49,-81.35,0
2013-09-20,Paris,ON,Sphere,900.0,"Saw 2 orange orbs in the NE sky.  Moved close together and moved in a circle. split apart, disappeard. 1 single flew over me, no noise",2013-09-30,Canada,10570,43.2,-80.38,0
2013-09-15,Peterborough,ON,Light,2700.0,BRIGHT white light low in the sky.,2014-02-21,Canada,76458,44.3,-78.34,0
2013-09-14,Mississauga,ON,Triangle,600.0,Triangular light formation above Lake Ontario merges into one and shoots across the sky.,2013-09-30,Canada,713443,43.6,-79.65,0
2013-09-13,Toronto,ON,Fireball,180.0,"Silent, glowing orange ball in the sky flying above downtown Toronto",2013-09-30,Canada,4670783,43.65,-79.38,0
2013-09-09,Milton,ON,Fireball,180.0,Massive Bright Orange Fireball in Sky,2013-09-30,Canada,23771,43.51,-79.89,0
2013-09-08,Thunder Bay,ON,Unknown,120.0,bringing dogs outside with freind looked up toward lake suprior toward sleeping giant seen four yellow spere lights then they were in,2013-09-09,Canada,98237,48.42,-89.28,0
2013-09-01,Toronto,ON,Light,,Bright White Light over eastern Toronto.,2013-09-09,Canada,4670783,43.65,-79.38,0
2013-08-31,Windsor,ON,,600.0,"I saw a red, pulsating mass of light travelling with no sound in a straight path across the night sky.",2013-09-09,Canada,281545,42.3,-83.03,0
2013-08-31,Windsor,ON,,600.0,"I saw a red, pulsating mass of light travelling with no sound in a straight path across the night sky.",2013-09-09,Canada,3828,44.98,-64.13,0
2013-08-31,Windsor,ON,,600.0,"I saw a red, pulsating mass of light travelling with no sound in a straight path across the night sky.",2013-09-09,Canada,5428,45.58,-72.0,0
2013-08-24,Peterborough,ON,Light,3888000.0,Silent Orange Lights over Peterborough.,2013-09-09,Canada,76458,44.3,-78.34,0
2013-08-24,Hamilton,ON,Other,300.0,I've seen satellites before but not west to east ever.,2013-08-30,Canada,661942,43.26,-79.85,0
2013-08-23,London,ON,Fireball,600.0,Boyfriend and I saw bright orange silent fireball like orbs in sky above London Ontario.,2013-10-23,Canada,348681,42.97,-81.24,0
2013-08-23,Barrie,ON,Sphere,180.0,"Barrie, Ontario  For the second night in a row, August 23, 2013, my friend and I observed a very shiny light SE of my city. It appeared",2013-08-30,Canada,198492,44.38,-79.68,0
2013-08-22,Barrie,ON,Other,60.0,Intensely bright rectangular object appears over Barrie skies.,2013-08-30,Canada,198492,44.38,-79.68,0
2013-08-22,Toronto,ON,Changing,360.0,A small circular object appeared to be pulling what resembled about 5 circular balloon shaped objects that manoeuvred like a bunch of b,2013-08-30,Canada,4670783,43.65,-79.38,0
2013-08-18,Ottawa,ON,Other,60.0,"Trail leaving object stops in mid-air then vanishes in a puff of smoke, the smoke and trail vanish immediately afterwards",2013-08-30,Canada,885542,45.42,-75.71,1
2013-08-17,Ottawa,ON,Light,600.0,UFO seen over Parliament Building in Ottawa Ont during Mosaika Light Show.,2013-08-30,Canada,885542,45.42,-75.71,1
2013-08-17,Port Dover,ON,Sphere,120.0,"Single bright orange sphere/orb seen in Port Dover, Ontario",2013-08-30,Canada,5912,42.78,-80.2,0
2013-08-15,Toronto,ON,Circle,1200.0,Bright blue circular object over Downsview Ontario Canada,2013-08-30,Canada,4670783,43.65,-79.38,0
2013-08-10,Parry Sound,ON,Oval,60.0,Low altitude silent solid fluorescent Orange and Red object over beach in summer.,2014-01-30,Canada,6551,45.33,-80.03,0
2013-08-10,Belleville,ON,Light,60.0,Large light (large star size) moving slow horizontal. had no marker lights.  ((NUFORC Note:  ISS sighting??  PD)),2013-11-11,Canada,66198,44.17,-77.38,0
2013-08-09,Guelph,ON,Circle,120.0,"A  large, round, bright red/orange object drifted across the sky over Guelph, Canada, at 11:00 p.m. on August 9, 2013.",2013-08-30,Canada,117979,43.56,-80.26,0
2013-08-09,Saint Thomas,ON,Fireball,120.0,Sphere like fireball over Saint Thomas On. Canada,2013-08-30,Canada,39398,42.78,-81.19,0
2013-08-09,Acton,ON,Fireball,600.0,Eight lights travelled at seemingly exactly the same distance apart without sound,2013-08-30,Canada,8308,43.63,-80.03,0
,Ottawa,ON,Circle,960.0,Object lights up very bright,2013-08-30,Canada,885542,45.42,-75.71,1
2013-08-04,Saint Thomas,ON,Formation,600.0,Orange circles in loose triangle formation,2013-08-30,Canada,39398,42.78,-81.19,0
2013-08-02,Barrie,ON,Sphere,240.0,5 bright red/orange (amber) lights hovering in the sky,2013-08-30,Canada,198492,44.38,-79.68,0
2013-07-24,Cornwall,ON,Circle,300.0,Orange Lights in Cornwall sky.,2013-08-30,Canada,2287,46.23,-63.22,0
2013-07-24,Cornwall,ON,Circle,300.0,Orange Lights in Cornwall sky.,2013-08-30,Canada,48894,45.03,-74.74,0
2013-07-22,Toronto,ON,Circle,,"Five, bright, red lights observed by two adults and a small child.",2013-07-22,Canada,4670783,43.65,-79.38,0
2013-07-19,Ottawa,ON,Formation,150.0,3 large red-orange pulsating lights in trianglar formation.,2013-08-30,Canada,885542,45.42,-75.71,1
2013-07-15,Ottawa,ON,Circle,,Ottawa Drone Flying High Speeds - Orange and White Near The Canadian Security Intelligence Services Building,2014-11-06,Canada,885542,45.42,-75.71,1
2013-07-13,Ottawa,ON,Formation,600.0,20 Gold lights. Formation over Ottawa.,2013-07-14,Canada,885542,45.42,-75.71,1
2013-07-13,Toronto,ON,Light,600.0,"Cluster of orange lights, flying close together head north dispersing, about 7-10 lights.",2013-07-14,Canada,4670783,43.65,-79.38,0
2013-07-13,Kemptville,ON,Light,300.0,3 red orb-like objects flying low and slow in formation,2013-07-22,Canada,4283,45.02,-75.63,0
2013-07-12,Milton,ON,Sphere,259200.0,A greenish whitish sphere crossed low on the horizon just as a plane was flying over it.,2013-07-14,Canada,23771,43.51,-79.89,0
2013-07-12,Toronto,ON,Cylinder,432000.0,"A bright green light in the shape of a cylinder, was heading down to earth, it slowed down and then sprang upward into the sky and disa",2013-07-14,Canada,4670783,43.65,-79.38,0
2013-07-12,Kitchener,ON,Circle,302400.0,5:00 pm Kitchener at Lancaster and Bridgeport area craft seen darting across sky at high speed.,2013-07-14,Canada,414309,43.46,-80.5,0
2013-07-10,London,ON,Light,900.0,6 orange bright lights,2013-07-14,Canada,348681,42.97,-81.24,0
2013-07-10,London,ON,Light,900.0,6 orange lights seen by 2 people,2013-07-14,Canada,348681,42.97,-81.24,0
2013-07-06,Cornwall,ON,Triangle,1728000.0,"A wonderful aircraft, but spooky.",2013-07-14,Canada,2287,46.23,-63.22,0
2013-07-06,Cornwall,ON,Triangle,1728000.0,"A wonderful aircraft, but spooky.",2013-07-14,Canada,48894,45.03,-74.74,0
2013-06-29,Dunnville,ON,Light,360.0,"Three ""large"" bright red lights traveling in a southern direction at about 2 minutes intervals.",2013-07-03,Canada,6082,42.91,-79.62,0
2013-06-26,Mount Albert,ON,Circle,120.0,Mount lbert..ontario canada 11:30..northern sky 2-3 minutes...tiny dot.. vey hi up... then to bright color.red orange.,2013-07-05,Canada,2797,44.13,-79.32,0
2013-06-26,Kanata,ON,Circle,60.0,"Fireball in the Ottawa area night sky, 26JUN'13, off toward East.",2013-07-03,Canada,100433,45.34,-75.88,0
2013-06-26,London,ON,Fireball,600.0,Orange spheres (19) moving without sound over old north London (Ontario) seen by 2 people,2013-07-03,Canada,348681,42.97,-81.24,0
2013-06-22,Timmins,ON,Sphere,150.0,"4 red lights moving south to north, silent.",2013-07-03,Canada,33319,48.49,-81.35,0
2013-06-21,Oshawa,ON,Fireball,900.0,"Red fireballs going up, then dwindled into pinkish/red round circulating objects as they directed North",2013-07-14,Canada,251139,43.89,-78.86,0
,Ottawa,ON,Formation,360.0,"3 BRIGHT ORANGE OBJECTS APPEAR OVER QUEBEC CLOSE TOGETHER/NO FLYING - JUST APPEARED, SHOTS FIRED TO THE GROUND FROM THEM",2013-08-30,Canada,885542,45.42,-75.71,1
