"state","year","freq","state_code","mean_dur"
"virginia",2021,6,"VA",86700
"virginia",NA,13,"VA",648252
"washington",1946,1,"WA",30
"washington",1947,2,"WA",432450
"washington",1948,1,"WA",180
"washington",1951,2,"WA",4650
"washington",1952,2,"WA",216090
"washington",1953,1,"WA",300
"washington",1958,2,"WA",15900
"washington",1959,2,"WA",2592000
"washington",1960,1,"WA",900
"washington",1961,1,"WA",900
"washington",1962,3,"WA",1125
"washington",1963,2,"WA",600
"washington",1965,1,"WA",2592000
"washington",1966,2,"WA",172.5
"washington",1967,3,"WA",130
"washington",1968,3,"WA",975
"washington",1969,4,"WA",864240
"washington",1970,2,"WA",1200
"washington",1971,2,"WA",1020
"washington",1972,3,"WA",146480
"washington",1973,5,"WA",518904
"washington",1974,6,"WA",379050
"washington",1975,5,"WA",198
"washington",1976,7,"WA",187945.714285714
"washington",1977,1,"WA",1200
"washington",1978,4,"WA",1836105
"washington",1979,3,"WA",218600
"washington",1980,5,"WA",756120
"washington",1981,4,"WA",649035
"washington",1982,1,"WA",600
"washington",1983,1,"WA",432000
"washington",1984,2,"WA",510
"washington",1985,2,"WA",2175
"washington",1986,6,"WA",649860
"washington",1987,3,"WA",600
"washington",1988,3,"WA",740
"washington",1989,2,"WA",240
"washington",1990,2,"WA",64800
"washington",1991,3,"WA",165
"washington",1992,6,"WA",1257.91666666667
"washington",1993,8,"WA",550966.25
"washington",1994,6,"WA",216675
"washington",1995,13,"WA",221150.888888889
"washington",1996,10,"WA",492.9375
"washington",1997,12,"WA",216647.5
"washington",1998,4,"WA",259425
"washington",1999,12,"WA",621.818181818182
"washington",2000,9,"WA",1584160
"washington",2001,7,"WA",1247220
"washington",2002,6,"WA",216595
"washington",2003,7,"WA",1875
"washington",2004,9,"WA",1481782
"washington",2005,23,"WA",455258.684210526
"washington",2006,134,"WA",806627.483333333
"washington",2007,206,"WA",298082.949468085
"washington",2008,180,"WA",367485.060606061
"washington",2009,207,"WA",300479.401069519
"washington",2010,258,"WA",380256.721982759
"washington",2011,268,"WA",315779.651452282
"washington",2012,385,"WA",467902.633802817
"washington",2013,297,"WA",398602.883211679
"washington",2014,341,"WA",469206.57807309
"washington",2015,242,"WA",409369.427312775
"washington",2016,208,"WA",386289.6875
"washington",2017,190,"WA",477038.493975904
"washington",2018,146,"WA",576570.725806452
"washington",2019,216,"WA",448512.303370787
"washington",2020,327,"WA",372829.9958159
"washington",2021,17,"WA",901481.538461538
"washington",NA,34,"WA",5268644.92
"west virginia",1954,1,"WV",60
"west virginia",1965,1,"WV",1200
"west virginia",1966,1,"WV",30
"west virginia",1967,2,"WV",180
"west virginia",1968,1,"WV",120
"west virginia",1971,1,"WV",600
"west virginia",1974,1,"WV",1200
"west virginia",1975,1,"WV",240
"west virginia",1977,1,"WV",60
"west virginia",1978,1,"WV",1200
"west virginia",1979,2,"WV",3750
"west virginia",1980,2,"WV",2790
"west virginia",1982,3,"WV",510
"west virginia",1983,2,"WV",450
"west virginia",1985,1,"WV",432000
"west virginia",1986,1,"WV",900
"west virginia",1989,1,"WV",600
"west virginia",1992,1,"WV",1296000
"west virginia",1995,2,"WV",1200
"west virginia",1996,3,"WV",43470
"west virginia",1997,2,"WV",225
"west virginia",1998,2,"WV",86700
"west virginia",1999,1,"WV",600
"west virginia",2001,3,"WV",103.333333333333
"west virginia",2002,4,"WV",570
"west virginia",2005,1,"WV",180
"west virginia",2006,9,"WV",742149
"west virginia",2007,23,"WV",289508.666666667
"west virginia",2008,23,"WV",182529.473684211
"west virginia",2009,35,"WV",642705.483870968
"west virginia",2010,14,"WV",373190
"west virginia",2011,25,"WV",454428
"west virginia",2012,54,"WV",874605.5
"west virginia",2013,45,"WV",272949.285714286
"west virginia",2014,54,"WV",473762.941176471
"west virginia",2015,37,"WV",374121.818181818
"west virginia",2016,25,"WV",811613.47826087
"west virginia",2017,18,"WV",607631.25
"west virginia",2018,12,"WV",58210
"west virginia",2019,33,"WV",620691.111111111
"west virginia",2020,34,"WV",239204.482758621
"west virginia",2021,3,"WV",520
"west virginia",NA,4,"WV",97380
"wisconsin",1947,1,"WI",240
"wisconsin",1950,1,"WI",2592000
"wisconsin",1952,1,"WI",864000
"wisconsin",1958,1,"WI",864000
"wisconsin",1959,1,"WI",1200
"wisconsin",1963,1,"WI",3600
"wisconsin",1964,1,"WI",1200
"wisconsin",1966,2,"WI",2400
"wisconsin",1971,1,"WI",120
"wisconsin",1972,1,"WI",900
"wisconsin",1973,2,"WI",510
"wisconsin",1974,2,"WI",864150
"wisconsin",1975,4,"WI",648333.75
"wisconsin",1976,3,"WI",330
"wisconsin",1977,2,"WI",70
"wisconsin",1978,2,"WI",300
"wisconsin",1979,2,"WI",120
"wisconsin",1982,1,"WI",1200
"wisconsin",1985,3,"WI",750
"wisconsin",1987,4,"WI",432352.5
"wisconsin",1988,2,"WI",360
"wisconsin",1989,3,"WI",86670
"wisconsin",1990,5,"WI",855
"wisconsin",1991,2,"WI",1296000
"wisconsin",1992,1,"WI",120
"wisconsin",1993,3,"WI",180
"wisconsin",1994,3,"WI",1296900
"wisconsin",1995,3,"WI",756150
"wisconsin",1996,4,"WI",9286.5
"wisconsin",1997,3,"WI",216525
"wisconsin",1998,3,"WI",260
"wisconsin",1999,2,"WI",1200
"wisconsin",2000,4,"WI",216176.25
"wisconsin",2001,3,"WI",300
"wisconsin",2002,4,"WI",65122.5
"wisconsin",2003,3,"WI",1008200
"wisconsin",2004,3,"WI",936000
"wisconsin",2005,4,"WI",2700
"wisconsin",2006,28,"WI",473895.3
"wisconsin",2007,51,"WI",644687.847826087
"wisconsin",2008,62,"WI",537755.775862069
"wisconsin",2009,55,"WI",297670.625
"wisconsin",2010,58,"WI",660357.307692308
"wisconsin",2011,104,"WI",180586.303191489
"wisconsin",2012,151,"WI",249552.284172662
"wisconsin",2013,159,"WI",312379.931506849
"wisconsin",2014,134,"WI",437207.213114754
"wisconsin",2015,119,"WI",476364.375
"wisconsin",2016,104,"WI",573876.18556701
"wisconsin",2017,77,"WI",397090.3125
"wisconsin",2018,35,"WI",786068.4375
"wisconsin",2019,120,"WI",497781.666666667
"wisconsin",2020,120,"WI",389072.330097087
"wisconsin",2021,4,"WI",216045
"wisconsin",NA,11,"WI",822213
"wyoming",1949,1,"WY",300
"wyoming",1962,1,"WY",120
"wyoming",1965,1,"WY",60
"wyoming",1970,1,"WY",2700
"wyoming",1972,1,"WY",5184000
"wyoming",1973,1,"WY",30
"wyoming",1975,1,"WY",1728000
"wyoming",1976,1,"WY",600
"wyoming",1980,1,"WY",7200
"wyoming",1987,1,"WY",240
"wyoming",1996,2,"WY",60
"wyoming",1999,1,"WY",120
"wyoming",2000,1,"WY",120
"wyoming",2002,1,"WY",60
"wyoming",2003,1,"WY",2592000
"wyoming",2006,6,"WY",142026
"wyoming",2007,7,"WY",371057.142857143
"wyoming",2008,7,"WY",52560
"wyoming",2009,5,"WY",864086
"wyoming",2010,12,"WY",125326.666666667
"wyoming",2011,17,"WY",484485.588235294
"wyoming",2012,12,"WY",335667.272727273
"wyoming",2013,13,"WY",396510
"wyoming",2014,17,"WY",493329.230769231
"wyoming",2015,18,"WY",138532.5
"wyoming",2016,14,"WY",752217.5
"wyoming",2017,15,"WY",487045
"wyoming",2018,12,"WY",248151.428571429
"wyoming",2019,18,"WY",215874.375
"wyoming",2020,24,"WY",228267.142857143
"wyoming",NA,2,"WY",7200
NA,2010,1,"DC",120
NA,2011,1,"DC",345600
NA,2012,4,"DC",324337.5
NA,2016,1,"DC",NA
NA,2017,1,"DC",60
NA,2018,1,"DC",NA
NA,2020,1,"DC",2592000
